Uuid,Void/Retire,Name,Description,Format,Foreign uuid,Searchable,Edit privilege,_order:1000
2601fa62-49c3-11ea-be03-ffa5a050979e,,impl.contactPersonType,Type de contact,java.lang.String,,,,
